Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
02/06/2019;22;30.2;25.3;83;0;4.8;4;270;2;W 
03/06/2019;22;29.4;25.3;84;0;0;3;300;1;W 
04/06/2019;22;31.2;25.9;82;0;0.3;4;270;2;W 
05/06/2019;23;30.8;25.9;84;0;5.5;3;250;2;W 
06/06/2019;21;31.6;25.8;83;0;5.7;4;260;2;NW
07/06/2019;23;29.2;25.2;88;0;8.5;3;260;2;W 
08/06/2019;21;29.7;25.1;81;0;1.2;4;250;2;W 
09/06/2019;22;29.6;25.3;83;0;9.2;4;290;2;W 
10/06/2019;22;30.7;25.5;82;0;5.2;5;260;2;NW
11/06/2019;22;31.9;26.5;77;0;8.4;4;260;2;W 
12/06/2019;21;31.2;25.8;78;0;8.9;4;270;2;NW
13/06/2019;22;30.8;26;83;0;9.5;4;260;2;W 
14/06/2019;24;30.8;26;84;0.7;9.6;3;200;2;C 
15/06/2019;24;30.9;26.4;83;0;0.3;5;280;2;W 
16/06/2019;22;31.4;25.7;79;0;5.4;5;280;2;W 
17/06/2019;20;31.6;24.7;74;;9.2;3;120;2;NW
18/06/2019;19;30.7;24.3;78;0;10.4;4;220;2;W 
19/06/2019;20;29.6;24.2;80;0;9;6;290;2;W 
20/06/2019;19;29.5;23.2;76;0;9.5;4;290;2;W 
21/06/2019;18;31.4;22.8;81;0;10;4;230;2;W 
22/06/2019;18;30.4;23.3;79;0;10.2;4;250;2;W 
23/06/2019;19;29.8;23.6;80;0;7.8;5;260;2;W 
24/06/2019;20;30.6;24.8;76;0;8.5;4;280;2;W 
25/06/2019;18;31;23.8;78;0;9.9;4;230;2;NW
26/06/2019;19;31.6;24;81;0;9.9;5;270;3;W 
27/06/2019;20;;23.8;82;0;5.7;5;270;2;W 
28/06/2019;19;;24;73;0;2.9;4;120;2;S 
29/06/2019;19;30.4;23.9;75;0;10.8;5;280;2;W 
30/06/2019;18;28.9;23.3;74;0;0;4;240;2;W 
01/07/2019;;29.2;22.9;78;0;9.3;5;270;2;W 
02/07/2019;19;30.6;23.8;74;0;10.5;4;270;2;W 
03/07/2019;19;31.3;25;80;0;11.9;4;220;2;NW
04/07/2019;21;29.4;24.7;86;0;9.1;5;180;2;W 
05/07/2019;21;29.4;25.2;84;1.8;6.8;3;260;2;SW
06/07/2019;21;31.4;25.1;83;0;0;5;290;2;W 
07/07/2019;21;30.6;24.8;80;0;9.6;4;300;2;W 
08/07/2019;21;31.2;24.5;82;0;9.3;4;290;2;W 
09/07/2019;19;29.7;23.7;76;0;8.2;4;260;2;SW
10/07/2019;19;31.5;23.9;75;0;10.1;4;90;2;W 
11/07/2019;19;30.2;24.2;80;0;10.6;4;250;2;W 
12/07/2019;19;29.8;23.7;80;0;7.2;6;280;2;W 
13/07/2019;20;30.4;24.2;74;0;9.7;6;200;2;S 
14/07/2019;18;29.4;22.9;77;0;10;5;260;3;W 
15/07/2019;;30.4;23.5;76;0;10.9;4;160;2;S 
16/07/2019;;29.2;23.2;77;0;8;4;210;2;SW
17/07/2019;18;29.6;23.6;77;0;7.2;4;250;2;W 
18/07/2019;20;30.3;24.1;81;0;10;4;300;2;NW
19/07/2019;21;28.4;24;84;0;10;4;280;1;C 
20/07/2019;22;27.6;24.6;88;0;0.2;4;260;2;C 
21/07/2019;23;29.4;25.1;85;0;1.3;4;290;2;W 
22/07/2019;21;29.5;24.3;82;0;5.7;5;7;2;W 
23/07/2019;21;30.6;24.8;78;0;10.2;4;290;2;W 
24/07/2019;21;29.8;25.2;78;0;8.5;4;290;2;W 
25/07/2019;19;30.8;23.7;79;0;8.7;5;250;2;W 
26/07/2019;20;30.3;24.8;80;0;9.9;5;240;2;W 
27/07/2019;21;27.4;24;86;0;7.8;3;290;2;W 
28/07/2019;20;27.8;23.4;81;0;1.9;5;270;3;W 
29/07/2019;21;29.4;23.8;81;0;6.9;4;260;2;W 
30/07/2019;21;29.8;24.8;79;0;6.8;4;300;2;SW
31/07/2019;21;29.2;24.6;78;0;8.3;5;260;2;W 
01/08/2019;22;30.2;25;79;0;6.8;4;290;2;W 
02/08/2019;21;30.4;25;77;0;8.7;4;200;2;S 
03/08/2019;19;30.4;23.9;72;0;8.6;5;220;2;SW
04/08/2019;20;29.4;24.2;73;0;9.3;6;210;3;S 
05/08/2019;18;28.4;23;74;0;9.2;5;250;3;W 
06/08/2019;19;28.2;23.2;77;0;;7;250;3;W 
07/08/2019;19;28.3;23.3;78;0;10.4;5;210;2;W 
08/08/2019;20;29.4;24.1;77;0;10.2;3;260;2;W 
09/08/2019;21;30.4;24.8;74;0;4.7;6;260;2;W 
10/08/2019;19;30.4;24.5;77;;8.2;4;270;2;W 
11/08/2019;19;30;23.7;77;0;10;6;260;3;W 
12/08/2019;;30;23.9;81;0;9.8;5;260;2;W 
13/08/2019;21;30.6;24.9;80;0;7.7;5;280;2;W 
14/08/2019;21;30.6;24.8;84;0;8;4;280;2;W 
15/08/2019;22;30.2;25.4;80;0;7.3;6;280;2;W 
16/08/2019;20;;24.7;78;0;7.4;5;270;3;W 
17/08/2019;21;31.8;25;73;0;9.8;3;240;2;SW
18/08/2019;18;;24;73;0;7.6;5;270;2;W 
19/08/2019;20;29.6;24.1;74;0;10.5;5;220;3;SW
20/08/2019;21;30.4;25.1;75;0;9.6;4;280;2;W 
21/08/2019;20;30.5;24.2;81;0;10.4;6;250;3;W 
22/08/2019;21;31;25.3;78;0;9.3;4;270;2;W 
23/08/2019;19;31;24.4;74;0;6.5;4;270;3;W 
24/08/2019;20;32;24.1;79;0;9.8;6;240;3;NW
25/08/2019;21;27.6;24;85;0;6.6;4;270;3;W 
26/08/2019;22;27.4;24.6;84;1.3;0.5;4;260;2;W 
27/08/2019;22;29.5;25.3;77;0;0.1;4;200;2;W 
28/08/2019;19;31;25;74;0;5.3;4;280;2;W 
29/08/2019;19;30.4;24.1;81;0;10.2;7;280;2;W 
30/08/2019;20;31;24.4;79;0;7.7;4;270;3;NW
31/08/2019;19;31;24.3;75;0;9.5;4;210;2;SW
01/09/2019;20;31;24.7;78;0;9.1;5;250;3;W 
02/09/2019;21;29.8;25.1;76;0;9.2;5;240;2;W 
03/09/2019;21;29.4;24.4;79;0;8.7;6;250;3;W 
04/09/2019;21;32;25.6;72;0;6.5;6;250;2;W 
05/09/2019;18;30.8;24.5;70;0;10.5;6;250;2;W 
06/09/2019;19;29.8;24;76;0;9.7;6;290;2;W 
07/09/2019;20;31;25.1;76;0;7.2;5;250;3;S 
08/09/2019;22;32;25.7;77;0;8.7;6;260;3;SW
09/09/2019;22;32.8;25.9;76;0;6.1;5;280;2;W 
10/09/2019;20;32.8;25.4;77;0;9.7;6;270;3;W 
11/09/2019;21;32;25.1;78;0;9.3;5;280;2;W 
12/09/2019;19;30.2;24.3;68;0;9.6;6;220;3;S 
13/09/2019;19;29.6;23.9;73;0;0.3;4;260;3;W 
14/09/2019;20;31.4;25.1;72;0;0;6;230;2;W 
15/09/2019;21;31.4;25.1;76;0;0;5;190;3;W 
16/09/2019;20;30.5;24.8;80;0;7.4;5;300;2;W 
17/09/2019;20;32.6;25.4;75;0;9.1;5;270;2;W 
18/09/2019;20;31.8;24.6;78;0;8.3;4;240;3;W 
19/09/2019;21;30.5;25;77;0;10.2;5;300;3;W 
20/09/2019;20;31.3;25;75;0;9.1;4;230;2;C 
21/09/2019;20;30.6;25.6;75;0;9.5;4;250;2;W 
22/09/2019;20;32;25.3;75;0;3.8;5;250;3;W 
23/09/2019;21;32.2;26.1;75;0;9.5;5;260;2;W 
24/09/2019;21;32.1;26.2;78;0;8.9;5;250;3;W 
25/09/2019;22;32;26.2;78;0;10;5;270;2;W 
26/09/2019;22;32.4;26.5;76;0;10;5;260;3;W 
27/09/2019;23;30.7;26.3;76;0;10;5;230;3;W 
28/09/2019;23;31.7;26.7;78;0;4.9;4;230;2;W 
29/09/2019;23;31.8;26.5;78;0;5.5;5;270;3;W 
30/09/2019;22;31.6;25.9;77;0;6.5;6;260;3;W 
01/10/2019;20;31;25.5;76;0;10.1;5;250;3;W 
02/10/2019;23;31.8;26;79;0;10.2;5;250;3;W 
03/10/2019;23;32;26.4;78;0;7.1;7;270;3;W 
04/10/2019;23;31.3;26.6;78;0;7.4;6;230;3;W 
05/10/2019;19;32.6;26.1;72;0;7.4;6;200;3;W 
06/10/2019;23;31.2;25.9;78;0;10.3;5;260;3;W 
07/10/2019;23;31.8;26.5;79;0;8;6;230;3;W 
08/10/2019;23;32.8;26.6;78;0;5;5;290;3;W 
09/10/2019;23;30.4;25.9;81;0;7.7;5;280;3;W 
10/10/2019;23;31.8;26.4;81;0;8.2;5;270;3;W 
11/10/2019;24;;27.8;78;0;7.1;6;270;3;W 
12/10/2019;23;32;26.7;81;0;9.3;7;310;3;W 
13/10/2019;23;31.9;26.2;82;0;8.2;4;250;2;W 
14/10/2019;23;31.4;26.5;78;0;7.9;6;270;4;SW
15/10/2019;23;31.8;26.8;75;0;7.5;6;220;3;SW
16/10/2019;23;30.8;26.4;77;0;5;4;240;2;SW
17/10/2019;22;31.4;26.4;74;0;3.7;6;250;3;W 
18/10/2019;22;32.4;26.6;75;0;8;6;280;3;W 
19/10/2019;22;33.2;26.9;78;0;10.2;6;270;3;W 
20/10/2019;24;31.8;;;0;9.7;5;210;3;SW
21/10/2019;22;36.4;28.2;72;0;8;6;110;3;W 
22/10/2019;22;31.8;26.4;81;0;10.5;6;250;3;W 
23/10/2019;24;33.2;27.3;73;0;9.3;6;260;3;W 
24/10/2019;22;32.2;26.2;81;0;8.5;6;250;3;W 
25/10/2019;23;32.2;26.9;78;0;10.1;6;250;3;W 
26/10/2019;23;32.2;27.5;76;0;10.6;5;230;3;SW
27/10/2019;22;32.8;27.4;74;0;6.5;5;250;3;W 
28/10/2019;23;31.8;26.9;79;0;10.7;6;260;3;W 
29/10/2019;23;31.6;26.4;80;2.5;9.6;6;270;3;W 
30/10/2019;21;32;26.7;78;0;8.8;6;260;3;W 
31/10/2019;24;32.6;27.7;76;0;9.9;6;270;3;W 
01/11/2019;23;28.8;25.9;85;33;7.7;5;240;2;S 
02/11/2019;24;27.8;24.8;86;5.2;2.8;4;190;2;S 
03/11/2019;23;27.8;25.1;86;1.6;0;4;290;2;SW
04/11/2019;23;27.6;24.8;88;1;0.4;3;260;2;W 
05/11/2019;23;31;26;82;0;1;5;270;3;W 
06/11/2019;20;32.4;26.2;72;0;8.8;5;270;3;W 
07/11/2019;21;32.6;26.6;71;0;11.5;4;270;2;W 
08/11/2019;23;31.8;27;75;0;11.1;4;280;3;W 
09/11/2019;24;31.8;27.6;76;0;6.2;6;250;3;SW
10/11/2019;24;31.8;27.4;79;0;8.8;6;230;4;SW
11/11/2019;25;31.5;27.6;77;0;8.2;6;270;3;W 
12/11/2019;24;32;27.6;78;0;8;5;250;3;W 
13/11/2019;24;34.2;28;80;1.3;7.2;5;120;2;W 
14/11/2019;;34.6;27.9;78;15;8.7;5;140;2;NW
15/11/2019;24;32.3;27.4;81;0;6.3;5;230;3;SW
16/11/2019;22;31.8;27.2;77;0;10.4;6;270;3;SW
17/11/2019;25;32.3;27.8;80;0;7.6;6;260;3;SW
18/11/2019;24;33.1;27.4;83;0;8.5;5;240;3;W 
19/11/2019;24;32.6;27.5;82;0;6.9;5;290;2;W 
20/11/2019;25;30.6;26.8;84;0;8.8;5;250;3;W 
21/11/2019;24;32;27.6;78;0;4.1;5;260;3;W 
22/11/2019;24;31.2;27;80;0;7.9;5;270;2;W 
23/11/2019;25;32.4;27.5;82;0;6;5;250;2;W 
24/11/2019;24;31.8;26.8;87;37.8;6.6;5;250;3;W 
25/11/2019;24;31.8;27.4;84;7.2;7.6;4;230;2;W 
26/11/2019;23;32.2;27.3;78;0;6.6;5;280;3;W 
27/11/2019;23;32.4;27.1;79;0;10.8;4;280;2;W 
28/11/2019;;32.2;27.2;80;0;7.1;5;270;2;W 
29/11/2019;25;31.9;27;86;0;6.7;4;220;2;SW
30/11/2019;24;32.5;27.5;80;34.9;5.1;7;190;3;SW
01/12/2019;24;32.2;27.7;84;2;7.7;4;270;2;W 
02/12/2019;24;33.5;28.5;83;0;7.8;6;250;3;SW
03/12/2019;25;31.9;28.4;79;0;7.5;4;270;2;W 
04/12/2019;25;32.4;28;81;13;8.2;5;260;2;W 
05/12/2019;24;32.6;28.3;77;0;7.6;4;220;2;W 
06/12/2019;24;32.8;27.2;84;;;5;250;2;SE
07/12/2019;22;33.3;27.2;80;29.4;5.5;7;250;3;SE
08/12/2019;23;32.8;26.8;85;14.5;10.1;2;270;1;C 
09/12/2019;24;32;26.9;86;0;4.2;6;240;2;C 
10/12/2019;24;32.2;27.4;84;3.4;5.6;5;200;2;W 
11/12/2019;24;31.2;26.5;87;35.7;9.5;5;220;2;SW
12/12/2019;22;31.8;27.1;84;12.6;4;3;220;2;SW
13/12/2019;24;31.6;25.9;87;1.1;2.7;6;70;2;W 
14/12/2019;22;32;26.8;84;12.8;4.4;3;240;2;SW
15/12/2019;22;31;26.2;88;55.3;6.2;10;320;2;W 
16/12/2019;24;31;25.8;89;8888;5.6;4;220;2;N 
17/12/2019;22;31.5;26.1;86;6.2;4.3;6;240;2;C 
18/12/2019;23;31.4;26.2;88;15.6;5.8;6;250;3;W 
19/12/2019;23;32.7;26.6;88;23;7.7;6;290;2;W 
20/12/2019;;32.6;27.7;80;10.5;7.2;4;250;2;C 
21/12/2019;25;32.1;27.9;84;0;9.5;9;150;3;C 
22/12/2019;23;32.6;26.3;86;14.5;6.4;6;270;3;W 
23/12/2019;23;30.6;26.9;85;13.7;4.6;4;260;2;W 
24/12/2019;23;32.6;27.4;79;0;3.9;5;330;2;C 
25/12/2019;24;31.6;25.7;88;1.6;7.5;4;300;2;N 
26/12/2019;;32;26.7;85;9.2;2.7;4;240;2;SW
27/12/2019;24;32.6;26.9;85;0;4.1;6;220;1;C 
28/12/2019;;31.8;24.8;93;48.4;4.7;2;360;1;N 
29/12/2019;24;32;26.1;84;2.3;3.4;6;30;2;C 
30/12/2019;24;31.8;26.3;88;4.5;2.2;4;180;2;NE
31/12/2019;23;31.7;25.4;92;8.7;4.8;6;180;3;S 
01/01/2020;23.4;31.2;25;90;29.5;4.8;7;290;2;C 
02/01/2020;22.2;30.4;25.4;87;30.9;2.9;4;330;1;C 
03/01/2020;;29.4;25.2;90;13.3;1.8;8;290;2;W 
04/01/2020;23.2;30.4;27.3;83;46.6;2.6;6;250;2;NW
05/01/2020;24.5;27.9;25.2;94;3;1.3;4;33;1;C 
06/01/2020;;31.7;;;;;5;180;3;NW
07/01/2020;23.7;29.1;26.1;90;29.6;7.7;5;180;2;SW
08/01/2020;24;29.3;25.7;90;0;1.8;3;200;1;S 
09/01/2020;23.8;30.2;26.6;85;2.6;2;3;240;1;W 
10/01/2020;23;30.3;25.6;90;19.1;3.6;10;220;2;SW
11/01/2020;;30.2;26.8;82;9.2;1.6;12;280;3;W 
12/01/2020;23.2;30.9;26.6;80;5.5;5.8;8;270;3;W 
13/01/2020;23.8;31.8;27.6;78;0;6.9;6;250;3;W 
14/01/2020;24.6;32.6;28;80;0.7;9.6;4;210;2;SW
15/01/2020;24.4;31.8;27.4;84;0;;5;230;2;SW
16/01/2020;23.4;31.4;27.5;86;18.6;6;2;260;1;W 
17/01/2020;23.4;32.4;27.9;78;0.4;4.4;3;270;1;C 
18/01/2020;22.4;32.9;27.7;74;0;10.1;3;230;2;W 
19/01/2020;23.2;33.2;28;76;0;11.4;4;270;2;C 
20/01/2020;23.2;32.8;28.1;80;0;;2;270;1;SW
21/01/2020;23.4;33.2;27.1;80;0;11.5;3;270;1;C 
22/01/2020;23.5;32.6;27.2;84;2.2;7.8;7;270;2;C 
23/01/2020;23.2;31.8;26.5;87;6.8;6.1;3;230;1;C 
24/01/2020;23.5;32.8;28;80;8.5;4.2;5;270;2;C 
25/01/2020;24.8;31.4;26.2;91;0;7.8;5;300;1;C 
26/01/2020;23.6;31.8;27.3;82;30.8;4.4;2;300;1;C 
27/01/2020;23.3;31.7;26.6;84;0;5.6;6;60;2;C 
28/01/2020;23.1;32.3;27.7;83;8;5.7;2;280;1;C 
29/01/2020;24.3;32.6;27.6;84;3.2;5.6;3;180;1;C 
30/01/2020;24;30.6;26.2;85;0;3.1;5;220;2;W 
31/01/2020;22.7;32.4;26.6;84;5.1;2.5;4;300;1;C 
01/02/2020;23.6;32.4;27.2;83;3;6.3;4;320;1;C 
02/02/2020;;30.6;26.1;89;0;7.1;2;200;1;C 
03/02/2020;24.2;31.7;26.5;86;14.8;0;3;270;1;C 
04/02/2020;23.4;32;26.6;85;1.2;5.8;4;80;1;C 
05/02/2020;23.1;31.2;26.7;85;10.9;6.4;6;230;3;C 
06/02/2020;23.8;31.7;27.3;83;0;6.9;6;200;2;W 
07/02/2020;24.2;32.3;27.2;81;;5.7;4;360;2;N 
08/02/2020;23.4;31.6;26.4;86;8;4.8;4;280;1;C 
09/02/2020;24.2;30.4;26.5;86;0.3;4.2;6;200;2;S 
10/02/2020;23.3;31.2;26.6;80;13.5;1.3;5;250;2;W 
11/02/2020;;31.3;26.5;86;1.4;6.4;4;240;2;C 
12/02/2020;23.9;31.2;26.4;84;9.5;3.8;3;220;1;C 
13/02/2020;22.6;31.8;26.4;86;2.7;3.8;3;120;1;C 
14/02/2020;24;32.6;26.3;86;4.7;;6;220;1;C 
15/02/2020;22.2;32.3;26.4;87;77.2;4.5;3;230;1;C 
16/02/2020;23.4;31.4;26.8;83;2;6;6;350;3;S 
17/02/2020;23.8;;26.3;84;2.7;6.7;5;240;3;SW
18/02/2020;24.3;31.6;26.5;82;0.4;4;5;260;2;W 
19/02/2020;23.3;30.6;26.7;85;12.8;4.2;5;180;2;N 
20/02/2020;;29.2;25.2;91;26.3;5.5;5;320;2;N 
21/02/2020;23.1;32;26.2;88;24.5;1.1;5;200;2;SW
22/02/2020;23.6;31.8;27;86;27;6.7;6;180;2;S 
23/02/2020;23.2;33;27.3;82;0;6.4;6;230;2;C 
24/02/2020;23.5;31.2;26.3;87;0.3;8.3;4;90;1;E 
25/02/2020;23.4;31.4;26.4;89;6.1;5;6;270;1;C 
26/02/2020;23.4;31.8;26.3;89;29.8;4.1;4;50;1;C 
27/02/2020;23.6;32.6;27.1;84;7.1;3.7;3;230;1;C 
28/02/2020;24.2;31.7;;;0;5.3;5;320;2;C 
29/02/2020;23.8;31.4;26.4;90;0;3.1;6;180;2;C 
01/03/2020;23.7;30;24.5;96;59.5;4;3;300;0;C 
02/03/2020;23.2;30.8;26.5;89;49.6;1;2;100;1;C 
03/03/2020;23.5;31.8;26.1;90;24.4;4.8;10;320;2;C 
04/03/2020;23.3;29.1;25.5;94;39.6;5.1;3;270;1;W 
05/03/2020;22.2;27.4;24.4;87;89.8;0.8;5;300;2;NW
06/03/2020;23.4;32;27.5;79;2.3;0.2;3;240;2;SW
07/03/2020;24.2;30.8;26.6;82;1;8.9;6;280;2;SW
08/03/2020;23.1;30.2;25.6;90;20.8;2.4;6;180;2;C 
09/03/2020;24;28.2;25.5;90;9.6;1.8;8;190;2;S 
10/03/2020;22.9;31.8;26.8;80;16.4;0;5;200;2;SW
11/03/2020;24.7;32.6;27;86;0;8.7;3;180;1;C 
12/03/2020;23.3;31;26.2;89;14.7;5.2;6;90;1;E 
13/03/2020;23.8;31.8;27.3;84;7.5;4.6;2;240;1;C 
14/03/2020;23.5;33;27.8;78;0;5.3;3;280;1;C 
15/03/2020;24.6;33.2;27.9;81;0;7.7;3;230;1;SE
16/03/2020;23.6;32.2;27.8;80;1.8;7;5;180;2;S 
17/03/2020;24.7;32.7;27.7;82;0;7.5;3;130;1;C 
18/03/2020;24.6;31.9;26.5;87;9.7;6.8;3;290;1;C 
19/03/2020;24;31.4;25.6;90;39.6;2.4;6;360;1;C 
20/03/2020;23;31.6;26;89;39.6;2.8;5;290;1;C 
21/03/2020;23.2;32.6;26.8;86;35;6.2;4;250;1;C 
22/03/2020;24.6;32.6;27.4;85;1.5;7.3;3;250;1;C 
23/03/2020;;29.7;24.1;95;76.4;3.2;3;220;1;N 
24/03/2020;;;;;;;;;;
25/03/2020;23;32;26.2;88;36.8;6.7;6;100;1;C 
26/03/2020;23.2;33;27.9;80;72.3;5.3;3;110;2;E 
27/03/2020;23.6;32.5;27.7;83;0;10.3;4;140;1;C 
28/03/2020;23.4;32.4;26.9;85;1;6.7;8;300;2;C 
29/03/2020;22.4;32.6;26.8;83;28;5.7;3;150;1;C 
30/03/2020;;31.4;26.8;88;4.5;5.5;3;250;1;C 
31/03/2020;24.8;31.6;26.8;89;0;6;3;230;1;C 
01/04/2020;22.9;30.4;25.7;89;61.3;5.8;3;130;1;C 
02/04/2020;23.8;30.4;27;86;0;3.8;2;230;1;C 
03/04/2020;24.6;31.6;26.6;89;;2;4;260;2;E 
04/04/2020;24;31.9;26.8;90;29;4.1;3;200;1;C 
05/04/2020;24.1;31.6;26.5;89;3.9;4.5;5;170;2;S 
06/04/2020;23.2;30;25.8;88;78.4;4.4;3;300;1;C 
07/04/2020;23.5;31.4;26.4;85;3.8;3.8;4;70;2;C 
08/04/2020;22.8;31.4;26.9;83;2.5;8.4;5;210;2;SW
09/04/2020;23.1;32.4;27.2;83;0.9;;3;130;1;C 
10/04/2020;23;32.3;27.3;83;7.2;6.9;5;180;2;C 
11/04/2020;24.2;30.4;27;87;25.6;1.8;5;260;2;W 
12/04/2020;23;31.8;27.1;81;1.6;7.3;4;220;2;S 
13/04/2020;22.7;32.4;27.5;76;0;10.1;3;200;1;C 
14/04/2020;22.9;32.2;;;0;6.9;3;80;1;C 
15/04/2020;23.2;32.3;;;;6.3;3;300;2;W 
16/04/2020;23.3;32.8;26.7;83;8888;3.9;2;290;1;C 
17/04/2020;24.3;32.2;26.3;87;1;3.9;8;80;2;C 
18/04/2020;21.8;30.6;25.1;88;55;4;4;30;1;C 
19/04/2020;23.4;32.2;27.1;84;1.8;5.2;3;220;1;C 
20/04/2020;24.4;32.2;27.3;86;10.4;2.7;3;50;1;C 
21/04/2020;24.8;31.6;27.4;87;8888;4.7;5;270;2;C 
22/04/2020;;33.2;28.5;80;9.2;0;4;150;1;C 
23/04/2020;24.5;33.8;28.9;79;;7.2;5;120;2;S 
24/04/2020;23.6;32.8;27.4;82;13;9;3;300;1;C 
25/04/2020;23.3;32.2;26.3;86;;8.8;3;280;1;C 
26/04/2020;23.2;32.8;27.5;82;42.7;1.4;4;120;1;C 
27/04/2020;25;31.2;26.5;90;0;7.8;5;230;1;C 
28/04/2020;25;31.4;27.3;82;1.5;3.5;5;270;2;SE
29/04/2020;23.5;31.3;26.2;90;3;2.5;5;140;2;C 
30/04/2020;23.4;32.9;27.4;80;0.9;3.2;3;110;1;C 
01/05/2020;23.4;32.2;27.2;80;;7.6;4;240;2;SW
02/05/2020;24.1;30.8;27.2;82;;6.7;4;250;2;W 
03/05/2020;22.6;31.6;27.2;82;0;8.3;4;70;2;E 
04/05/2020;;32.8;27.2;82;0;6.3;3;100;2;SE
05/05/2020;23.8;32.5;27.4;82;0;7.3;4;280;2;W 
06/05/2020;24.4;31.8;27.2;84;0;5.5;5;200;2;C 
07/05/2020;24.2;31.6;;;8888;5.4;4;260;2;W 
08/05/2020;23.2;32.4;27.4;85;0;6.2;3;200;1;C 
09/05/2020;24;32.1;26.6;90;54.5;6.1;4;290;1;C 
10/05/2020;23;32.2;27.1;84;77.5;6;5;260;2;W 
11/05/2020;24.9;31;24.8;96;;6.8;2;20;1;N 
12/05/2020;23.2;32.2;27.2;81;50.5;2.3;3;160;1;C 
13/05/2020;23.6;32.5;27.8;78;;9.4;2;135;1;SE
14/05/2020;23.6;31;26.9;82;0;8.8;4;160;2;SE
15/05/2020;23;32.4;27.4;78;0;4.4;3;120;1;C 
16/05/2020;24;33;28;83;0;7.1;4;180;1;C 
17/05/2020;24.4;31.9;28;82;;7.4;3;190;2;S 
18/05/2020;24.4;30.3;26.2;88;0;5.8;8;270;2;W 
19/05/2020;23.7;29.6;26;92;12.4;1.5;3;150;1;E 
20/05/2020;23.4;32;26.4;88;13;1.3;3;300;1;C 
21/05/2020;24.3;29.3;26.5;88;3.7;5.5;5;260;2;C 
22/05/2020;23.8;;27.8;80;0;0.9;3;200;1;C 
23/05/2020;22.7;32.5;27.4;80;;9.1;4;220;2;SW
24/05/2020;23.2;32.1;27.9;80;;10.4;4;300;2;W 
25/05/2020;;;;;;;;;;
26/05/2020;25;27.8;25.4;94;8888;9.9;5;260;2;W 
27/05/2020;23.3;30.7;26.4;87;12.8;0;2;340;1;W 
28/05/2020;22.9;28.6;25.8;90;1.5;4.4;3;160;1;S 
29/05/2020;23.6;31.4;26.8;86;12;0.3;4;220;2;S 
30/05/2020;22.7;32.2;26.7;86;2.7;5;4;240;2;SW
31/05/2020;23.6;30.2;26.1;90;29.5;7.5;3;150;2;C 
01/06/2020;23.4;31.2;27;86;1;1.5;5;60;2;C 
02/06/2020;23.6;31.8;27.1;85;0;3;5;120;2;SE
03/06/2020;23.2;32.9;27.5;76;0;2.3;5;30;2;NE
04/06/2020;22.4;31.6;26.5;79;0;5.3;3;130;2;E 
05/06/2020;21.7;;24.8;92;4.5;7.8;3;120;1;C 
06/06/2020;22.2;29.6;25.5;85;0;;4;230;2;S 
07/06/2020;19.9;30.5;26.4;82;1.5;4;5;250;2;C 
08/06/2020;23.3;31.4;26.1;86;0;5.4;3;270;1;C 
09/06/2020;23.4;30.8;26.5;85;20.3;6;3;160;1;C 
10/06/2020;22.2;32;26.4;79;;6.2;3;300;2;NW
11/06/2020;22.4;30.9;26.4;81;0;;4;180;2;S 
12/06/2020;22.4;;26;80;;8.2;5;240;2;W 
13/06/2020;21;31.2;25.9;78;0;9.5;4;260;2;W 
14/06/2020;23.8;30.1;26.6;86;0;8.1;3;260;2;SW
15/06/2020;23.6;30.6;26.3;90;0;4.3;3;180;1;C 
16/06/2020;23.8;32.3;27.7;80;;2.6;5;310;2;E 
17/06/2020;23.6;;27.2;80;0;8.5;6;120;2;NE
18/06/2020;23.5;33;28;79;;8.8;5;180;2;S 
19/06/2020;23.4;29.9;26.1;84;0;7.6;6;140;2;C 
20/06/2020;21.8;30.9;26.1;78;0;3.3;4;240;2;C 
21/06/2020;22.2;31.7;26.1;84;0;5.7;6;270;2;W 
22/06/2020;23.4;31.6;26.7;84;14.1;7;5;140;2;SE
23/06/2020;21.5;31.7;26;78;0;6;5;280;1;C 
24/06/2020;23.5;31.1;26.4;79;;7.1;4;270;2;W 
25/06/2020;21.4;;25.4;79;0;7.6;4;260;2;S 
26/06/2020;20.6;30.3;25.7;77;;8.9;5;270;3;W 
27/06/2020;21.6;32.2;26.2;77;0;8.1;4;180;2;W 
28/06/2020;21;31.2;25.8;75;0;9.4;4;310;2;W 
29/06/2020;22.3;31;26.2;77;;10.1;3;280;1;S 
30/06/2020;21.8;32;26.1;78;0;9.3;4;270;2;W 
01/07/2020;22.2;29.7;25.7;80;0;9.5;6;270;3;S 
02/07/2020;22.8;30.2;26;81;0;5.8;5;250;2;C 
03/07/2020;;;;;;;;;;
04/07/2020;21.7;31.4;26.3;74;;4;3;260;2;W 
05/07/2020;21;31.7;26.1;76;;7.6;4;270;2;S 
06/07/2020;23.4;29.9;26.5;80;;7;5;310;2;S 
07/07/2020;23;30.1;25.9;82;2.8;1.9;2;200;1;C 
08/07/2020;21.4;30.6;25.7;84;0;1.6;4;120;2;C 
09/07/2020;23;29.7;25.9;86;0;5.8;6;160;3;S 
10/07/2020;21.8;29.8;25.6;85;0;3.8;3;180;1;S 
11/07/2020;;;;;;;;;;
12/07/2020;23.8;30.9;26.6;84;;9.3;3;280;2;W 
